CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1030_CId,105_PId,Conroe,TX,077301,Cat Furniture Accessories,Animals & Pet Supplies,Pet Supplies,Tablet
1014_CId,105_PId,Chagrin Falls,OH,044023,Cat Furniture Accessories,Animals & Pet Supplies,Pet Supplies,Mobile
1002_CId,113_PId,Brighton,MI,048116,Japanese Black Formal Wear,Apparel & Accessories,Clothing,Tablet
1015_CId,115_PId,Laredo,TX,078045,Kimonos,Apparel & Accessories,Clothing,Tablet
1016_CId,102_PId,Phoenix,AZ,085013,Cat Beds,Animals & Pet Supplies,Pet Supplies,Mobile
1030_CId,128_PId,Conroe,TX,077301,Needlecraft Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1026_CId,150_PId,Stevens Point,WI,054481,Laptop Docking Stations,Electronics,Electronics Accessories,Desk
1026_CId,107_PId,Stevens Point,WI,054481,Cat Litter Box Liners,Animals & Pet Supplies,Pet Supplies,Desk
1016_CId,150_PId,Phoenix,AZ,085013,Laptop Docking Stations,Electronics,Electronics Accessories,Tablet
1011_CId,144_PId,Kulpsville,PA,019443,E-Book Reader Accessories,Electronics,Electronics Accessories,Tablet
1003_CId,126_PId,Bridgeport,NJ,008014,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1030_CId,142_PId,Conroe,TX,077301,Computer Risers & Stands,Electronics,Electronics Accessories,Mobile
1004_CId,133_PId,Anchorage,AK,099501,Medical Reflex Hammers & Tuning Forks,Business & Industrial,Medical,Tablet
1008_CId,107_PId,San Jose,CA,095111,Cat Litter Box Liners,Animals & Pet Supplies,Pet Supplies,Mobile
