CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1026_CId,109_PId,Stevens Point,WI,054481,Cat Litter Boxes,Animals & Pet Supplies,Pet Supplies,Mobile
1005_CId,110_PId,Hamilton,OH,045011,Cat Toys,Animals & Pet Supplies,Pet Supplies,Tablet
1003_CId,128_PId,Bridgeport,NJ,008014,Needlecraft Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1022_CId,147_PId,San Jose,CA,095111,PDA Cases,Electronics,Electronics Accessories,Desk
1018_CId,136_PId,Milwaukee,WI,053207,Patient Lifts,Business & Industrial,Medical,Desk
1019_CId,143_PId,Taylor,MI,048180,Handheld Device Accessories,Electronics,Electronics Accessories,Tablet
1005_CId,144_PId,Hamilton,OH,045011,E-Book Reader Accessories,Electronics,Electronics Accessories,Tablet
1011_CId,147_PId,Kulpsville,PA,019443,PDA Cases,Electronics,Electronics Accessories,Tablet
1007_CId,104_PId,Chicago,IL,060632,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1005_CId,103_PId,Hamilton,OH,045011,Cat Food,Animals & Pet Supplies,Pet Supplies,Tablet
1015_CId,146_PId,Laredo,TX,078045,PDA Accessories,Electronics,Electronics Accessories,Tablet
1022_CId,110_PId,San Jose,CA,095111,Cat Toys,Animals & Pet Supplies,Pet Supplies,Mobile
1017_CId,142_PId,Mc Minnville,TN,037110,Computer Risers & Stands,Electronics,Electronics Accessories,Desk
1005_CId,140_PId,Hamilton,OH,045011,Computer Accessory Sets,Electronics,Electronics Accessories,Tablet
1025_CId,106_PId,Middlesex,NJ,008846,Cat Litter,Animals & Pet Supplies,Pet Supplies,Mobile
1030_CId,147_PId,Conroe,TX,077301,PDA Cases,Electronics,Electronics Accessories,Desk
1013_CId,104_PId,Los Angeles,CA,090034,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1008_CId,115_PId,San Jose,CA,095111,Kimonos,Apparel & Accessories,Clothing,Desk
1027_CId,149_PId,Shawnee,KS,066218,Keyboard Trays & Platforms,Electronics,Electronics Accessories,Mobile
1006_CId,142_PId,Ashland,OH,044805,Computer Risers & Stands,Electronics,Electronics Accessories,Desk
1011_CId,126_PId,Kulpsville,PA,019443,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1023_CId,133_PId,Irving,TX,075062,Medical Reflex Hammers & Tuning Forks,Business & Industrial,Medical,Desk
1028_CId,102_PId,Easton,MD,021601,Cat Beds,Animals & Pet Supplies,Pet Supplies,Desk
1016_CId,132_PId,Phoenix,AZ,085013,Gait Belts,Business & Industrial,Medical,Mobile
1017_CId,148_PId,Mc Minnville,TN,037110,Keyboard & Mouse Wrist Rests,Electronics,Electronics Accessories,Tablet
1019_CId,125_PId,Taylor,MI,048180,Incense Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1010_CId,101_PId,Baltimore,MD,021224,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Mobile
1025_CId,101_PId,Middlesex,NJ,008846,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Tablet
1014_CId,134_PId,Chagrin Falls,OH,044023,Medical Stretchers & Gurneys,Business & Industrial,Medical,Desk
1004_CId,122_PId,Anchorage,AK,099501,Candle Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1011_CId,121_PId,Kulpsville,PA,019443,Robes,Apparel & Accessories,Clothing,Desk
1030_CId,148_PId,Conroe,TX,077301,Keyboard & Mouse Wrist Rests,Electronics,Electronics Accessories,Mobile
1012_CId,104_PId,Middle Island,NY,011953,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1017_CId,108_PId,Mc Minnville,TN,037110,Cat Litter Box Mats,Animals & Pet Supplies,Pet Supplies,Desk
1030_CId,101_PId,Conroe,TX,077301,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Mobile
