CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1006_CId,111_PId,Ashland,OH,044805,Dirndls,Apparel & Accessories,Clothing,Tablet
1003_CId,113_PId,Bridgeport,NJ,008014,Japanese Black Formal Wear,Apparel & Accessories,Clothing,Desk
1003_CId,128_PId,Bridgeport,NJ,008014,Needlecraft Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1005_CId,129_PId,Hamilton,OH,045011,Scrapbooking & Stamping Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1025_CId,119_PId,Middlesex,NJ,008846,Nightgowns,Apparel & Accessories,Clothing,Desk
1027_CId,146_PId,Shawnee,KS,066218,PDA Accessories,Electronics,Electronics Accessories,Mobile
1004_CId,125_PId,Anchorage,AK,099501,Incense Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1004_CId,124_PId,Anchorage,AK,099501,Fabric Repair Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1007_CId,150_PId,Chicago,IL,060632,Laptop Docking Stations,Electronics,Electronics Accessories,Desk
1021_CId,118_PId,Aston,PA,019014,Loungewear,Apparel & Accessories,Clothing,Desk
1004_CId,119_PId,Anchorage,AK,099501,Nightgowns,Apparel & Accessories,Clothing,Mobile
1026_CId,123_PId,Stevens Point,WI,054481,Drawing & Painting Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1029_CId,143_PId,New York,NY,010011,Handheld Device Accessories,Electronics,Electronics Accessories,Mobile
1026_CId,112_PId,Stevens Point,WI,054481,Hakama Trousers,Apparel & Accessories,Clothing,Mobile
1005_CId,102_PId,Hamilton,OH,045011,Cat Beds,Animals & Pet Supplies,Pet Supplies,Desk
1004_CId,102_PId,Anchorage,AK,099501,Cat Beds,Animals & Pet Supplies,Pet Supplies,Tablet
1022_CId,131_PId,San Jose,CA,095111,Automated External Defibrillators,Business & Industrial,Medical,Mobile
1002_CId,126_PId,Brighton,MI,048116,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1028_CId,139_PId,Easton,MD,021601,Vital Signs Monitors,Business & Industrial,Medical,Mobile
1015_CId,111_PId,Laredo,TX,078045,Dirndls,Apparel & Accessories,Clothing,Mobile
1018_CId,106_PId,Milwaukee,WI,053207,Cat Litter,Animals & Pet Supplies,Pet Supplies,Mobile
1023_CId,129_PId,Irving,TX,075062,Scrapbooking & Stamping Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
