CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1003_CId,150_PId,Bridgeport,NJ,008014,Laptop Docking Stations,Electronics,Electronics Accessories,Desk
1028_CId,101_PId,Easton,MD,021601,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Tablet
1019_CId,140_PId,Taylor,MI,048180,Computer Accessory Sets,Electronics,Electronics Accessories,Tablet
1013_CId,126_PId,Los Angeles,CA,090034,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1017_CId,141_PId,Mc Minnville,TN,037110,Computer Covers & Skins,Electronics,Electronics Accessories,Tablet
1003_CId,109_PId,Bridgeport,NJ,008014,Cat Litter Boxes,Animals & Pet Supplies,Pet Supplies,Desk
1007_CId,143_PId,Chicago,IL,060632,Handheld Device Accessories,Electronics,Electronics Accessories,Desk
1026_CId,104_PId,Stevens Point,WI,054481,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Desk
1030_CId,139_PId,Conroe,TX,077301,Vital Signs Monitors,Business & Industrial,Medical,Desk
1029_CId,106_PId,New York,NY,010011,Cat Litter,Animals & Pet Supplies,Pet Supplies,Desk
1027_CId,143_PId,Shawnee,KS,066218,Handheld Device Accessories,Electronics,Electronics Accessories,Tablet
1002_CId,136_PId,Brighton,MI,048116,Patient Lifts,Business & Industrial,Medical,Mobile
1027_CId,122_PId,Shawnee,KS,066218,Candle Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1023_CId,108_PId,Irving,TX,075062,Cat Litter Box Mats,Animals & Pet Supplies,Pet Supplies,Desk
1001_CId,146_PId,New Orleans,LA,070116,PDA Accessories,Electronics,Electronics Accessories,Mobile
1005_CId,108_PId,Hamilton,OH,045011,Cat Litter Box Mats,Animals & Pet Supplies,Pet Supplies,Desk
1022_CId,136_PId,San Jose,CA,095111,Patient Lifts,Business & Industrial,Medical,Tablet
1006_CId,118_PId,Ashland,OH,044805,Loungewear,Apparel & Accessories,Clothing,Mobile
1005_CId,133_PId,Hamilton,OH,045011,Medical Reflex Hammers & Tuning Forks,Business & Industrial,Medical,Mobile
1014_CId,105_PId,Chagrin Falls,OH,044023,Cat Furniture Accessories,Animals & Pet Supplies,Pet Supplies,Desk
1002_CId,117_PId,Brighton,MI,048116,Baptism,Apparel & Accessories,Clothing,Mobile
1027_CId,147_PId,Shawnee,KS,066218,PDA Cases,Electronics,Electronics Accessories,Mobile
1022_CId,131_PId,San Jose,CA,095111,Automated External Defibrillators,Business & Industrial,Medical,Tablet
1015_CId,149_PId,Laredo,TX,078045,Keyboard Trays & Platforms,Electronics,Electronics Accessories,Tablet
1010_CId,148_PId,Baltimore,MD,021224,Keyboard & Mouse Wrist Rests,Electronics,Electronics Accessories,Tablet
