CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1013_CId,110_PId,Los Angeles,CA,090034,Cat Toys,Animals & Pet Supplies,Pet Supplies,Desk
1013_CId,134_PId,Los Angeles,CA,090034,Medical Stretchers & Gurneys,Business & Industrial,Medical,Desk
1013_CId,110_PId,Los Angeles,CA,090034,Cat Toys,Animals & Pet Supplies,Pet Supplies,Desk
1013_CId,147_PId,Los Angeles,CA,090034,PDA Cases,Electronics,Electronics Accessories,Desk
1018_CId,122_PId,Milwaukee,WI,053207,Candle Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1018_CId,124_PId,Milwaukee,WI,053207,Fabric Repair Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1018_CId,142_PId,Milwaukee,WI,053207,Computer Risers & Stands,Electronics,Electronics Accessories,Desk
1014_CId,115_PId,Chagrin Falls,OH,044023,Kimonos,Apparel & Accessories,Clothing,Tablet
1014_CId,142_PId,Chagrin Falls,OH,044023,Computer Risers & Stands,Electronics,Electronics Accessories,Tablet
1014_CId,143_PId,Chagrin Falls,OH,044023,Handheld Device Accessories,Electronics,Electronics Accessories,Tablet
1014_CId,126_PId,Chagrin Falls,OH,044023,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1014_CId,144_PId,Chagrin Falls,OH,044023,E-Book Reader Accessories,Electronics,Electronics Accessories,Tablet
1009_CId,139_PId,Sioux Falls,SD,057105,Vital Signs Monitors,Business & Industrial,Medical,Desk
1009_CId,133_PId,Sioux Falls,SD,057105,Medical Reflex Hammers & Tuning Forks,Business & Industrial,Medical,Desk
1030_CId,123_PId,Conroe,TX,077301,Drawing & Painting Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1030_CId,130_PId,Conroe,TX,077301,Toy Craft Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1030_CId,122_PId,Conroe,TX,077301,Candle Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1030_CId,128_PId,Conroe,TX,077301,Needlecraft Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1014_CId,104_PId,Chagrin Falls,OH,044023,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1014_CId,121_PId,Chagrin Falls,OH,044023,Robes,Apparel & Accessories,Clothing,Tablet
1014_CId,112_PId,Chagrin Falls,OH,044023,Hakama Trousers,Apparel & Accessories,Clothing,Tablet
1014_CId,117_PId,Chagrin Falls,OH,044023,Baptism,Apparel & Accessories,Clothing,Tablet
1014_CId,126_PId,Chagrin Falls,OH,044023,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1028_CId,111_PId,Easton,MD,021601,Dirndls,Apparel & Accessories,Clothing,Tablet
1028_CId,117_PId,Easton,MD,021601,Baptism,Apparel & Accessories,Clothing,Tablet
1021_CId,130_PId,Aston,PA,019014,Toy Craft Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1021_CId,101_PId,Aston,PA,019014,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Mobile
1012_CId,123_PId,Middle Island,NY,011953,Drawing & Painting Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1012_CId,130_PId,Middle Island,NY,011953,Toy Craft Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1012_CId,126_PId,Middle Island,NY,011953,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
