CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1028_CId,134_PId,Easton,MD,021601,Medical Stretchers & Gurneys,Business & Industrial,Medical,Tablet
1009_CId,147_PId,Sioux Falls,SD,057105,PDA Cases,Electronics,Electronics Accessories,Tablet
1008_CId,141_PId,San Jose,CA,095111,Computer Covers & Skins,Electronics,Electronics Accessories,Mobile
1006_CId,140_PId,Ashland,OH,044805,Computer Accessory Sets,Electronics,Electronics Accessories,Mobile
1019_CId,149_PId,Taylor,MI,048180,Keyboard Trays & Platforms,Electronics,Electronics Accessories,Mobile
1006_CId,123_PId,Ashland,OH,044805,Drawing & Painting Kits,Arts & Entertainment,Hobbies & Creative Arts,Mobile
1015_CId,136_PId,Laredo,TX,078045,Patient Lifts,Business & Industrial,Medical,Desk
1007_CId,142_PId,Chicago,IL,060632,Computer Risers & Stands,Electronics,Electronics Accessories,Desk
1006_CId,112_PId,Ashland,OH,044805,Hakama Trousers,Apparel & Accessories,Clothing,Desk
1008_CId,134_PId,San Jose,CA,095111,Medical Stretchers & Gurneys,Business & Industrial,Medical,Mobile
1026_CId,139_PId,Stevens Point,WI,054481,Vital Signs Monitors,Business & Industrial,Medical,Tablet
1018_CId,141_PId,Milwaukee,WI,053207,Computer Covers & Skins,Electronics,Electronics Accessories,Tablet
1007_CId,110_PId,Chicago,IL,060632,Cat Toys,Animals & Pet Supplies,Pet Supplies,Tablet
