CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1017_CId,104_PId,Mc Minnville,TN,037110,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1001_CId,145_PId,New Orleans,LA,070116,E-Book Reader Cases,Electronics,Electronics Accessories,Mobile
1003_CId,118_PId,Bridgeport,NJ,008014,Loungewear,Apparel & Accessories,Clothing,Mobile
1002_CId,132_PId,Brighton,MI,048116,Gait Belts,Business & Industrial,Medical,Tablet
1021_CId,118_PId,Aston,PA,019014,Loungewear,Apparel & Accessories,Clothing,Desk
1029_CId,101_PId,New York,NY,010011,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Tablet
1028_CId,132_PId,Easton,MD,021601,Gait Belts,Business & Industrial,Medical,Mobile
1025_CId,104_PId,Middlesex,NJ,008846,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
1029_CId,115_PId,New York,NY,010011,Kimonos,Apparel & Accessories,Clothing,Tablet
1015_CId,131_PId,Laredo,TX,078045,Automated External Defibrillators,Business & Industrial,Medical,Tablet
1030_CId,117_PId,Conroe,TX,077301,Baptism,Apparel & Accessories,Clothing,Desk
1026_CId,107_PId,Stevens Point,WI,054481,Cat Litter Box Liners,Animals & Pet Supplies,Pet Supplies,Mobile
1027_CId,119_PId,Shawnee,KS,066218,Nightgowns,Apparel & Accessories,Clothing,Tablet
1025_CId,115_PId,Middlesex,NJ,008846,Kimonos,Apparel & Accessories,Clothing,Desk
1022_CId,128_PId,San Jose,CA,095111,Needlecraft Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1016_CId,146_PId,Phoenix,AZ,085013,PDA Accessories,Electronics,Electronics Accessories,Tablet
1030_CId,138_PId,Conroe,TX,077301,Vital Signs Monitor Accessories,Business & Industrial,Medical,Tablet
1024_CId,120_PId,Albany,NY,012204,Pajamas,Apparel & Accessories,Clothing,Tablet
1003_CId,144_PId,Bridgeport,NJ,008014,E-Book Reader Accessories,Electronics,Electronics Accessories,Desk
1002_CId,104_PId,Brighton,MI,048116,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Tablet
