CustomerId,ProductId,City,State,ZipCode,Product,Category,SubCategory,Channel
1002_CId,140_PId,Brighton,MI,048116,Computer Accessory Sets,Electronics,Electronics Accessories,Tablet
1014_CId,104_PId,Chagrin Falls,OH,044023,Cat Furniture,Animals & Pet Supplies,Pet Supplies,Mobile
1010_CId,125_PId,Baltimore,MD,021224,Incense Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1006_CId,142_PId,Ashland,OH,044805,Computer Risers & Stands,Electronics,Electronics Accessories,Tablet
1024_CId,118_PId,Albany,NY,012204,Loungewear,Apparel & Accessories,Clothing,Tablet
1018_CId,107_PId,Milwaukee,WI,053207,Cat Litter Box Liners,Animals & Pet Supplies,Pet Supplies,Desk
1010_CId,139_PId,Baltimore,MD,021224,Vital Signs Monitors,Business & Industrial,Medical,Tablet
1007_CId,146_PId,Chicago,IL,060632,PDA Accessories,Electronics,Electronics Accessories,Tablet
1026_CId,145_PId,Stevens Point,WI,054481,E-Book Reader Cases,Electronics,Electronics Accessories,Tablet
1018_CId,140_PId,Milwaukee,WI,053207,Computer Accessory Sets,Electronics,Electronics Accessories,Mobile
1008_CId,101_PId,San Jose,CA,095111,Cat Apparel,Animals & Pet Supplies,Pet Supplies,Desk
1030_CId,126_PId,Conroe,TX,077301,Jewelry Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1002_CId,103_PId,Brighton,MI,048116,Cat Food,Animals & Pet Supplies,Pet Supplies,Mobile
1018_CId,124_PId,Milwaukee,WI,053207,Fabric Repair Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1023_CId,131_PId,Irving,TX,075062,Automated External Defibrillators,Business & Industrial,Medical,Desk
1013_CId,103_PId,Los Angeles,CA,090034,Cat Food,Animals & Pet Supplies,Pet Supplies,Desk
1001_CId,125_PId,New Orleans,LA,070116,Incense Making Kits,Arts & Entertainment,Hobbies & Creative Arts,Desk
1024_CId,107_PId,Albany,NY,012204,Cat Litter Box Liners,Animals & Pet Supplies,Pet Supplies,Mobile
1006_CId,137_PId,Ashland,OH,044805,Stethoscopes,Business & Industrial,Medical,Tablet
1009_CId,144_PId,Sioux Falls,SD,057105,E-Book Reader Accessories,Electronics,Electronics Accessories,Mobile
1010_CId,137_PId,Baltimore,MD,021224,Stethoscopes,Business & Industrial,Medical,Desk
1017_CId,138_PId,Mc Minnville,TN,037110,Vital Signs Monitor Accessories,Business & Industrial,Medical,Tablet
1006_CId,118_PId,Ashland,OH,044805,Loungewear,Apparel & Accessories,Clothing,Desk
1002_CId,108_PId,Brighton,MI,048116,Cat Litter Box Mats,Animals & Pet Supplies,Pet Supplies,Tablet
1013_CId,129_PId,Los Angeles,CA,090034,Scrapbooking & Stamping Kits,Arts & Entertainment,Hobbies & Creative Arts,Tablet
1019_CId,137_PId,Taylor,MI,048180,Stethoscopes,Business & Industrial,Medical,Desk
1022_CId,106_PId,San Jose,CA,095111,Cat Litter,Animals & Pet Supplies,Pet Supplies,Tablet
1009_CId,110_PId,Sioux Falls,SD,057105,Cat Toys,Animals & Pet Supplies,Pet Supplies,Desk
